Episode,Step,Action,Reward
12,54,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00344589 0.00357533 0.00312414]
  [0.00305906 0.00316974 0.00277145]
  [0.00248943 0.00256986 0.00224814]
  ...
  [0.0012356  0.00128058 0.00105902]
  [0.00122947 0.00127533 0.00105614]
  [0.00117136 0.00120929 0.00099402]]

 [[0.00244586 0.00252501 0.00220921]
  [0.001952   0.00199854 0.00175088]
  [0.00155083 0.00156572 0.00137215]
  ...
  [0.00118569 0.00122638 0.00101012]
  [0.00120359 0.00124873 0.00103204]
  [0.00117677 0.00121939 0.00100407]]

 [[0.00154064 0.00155324 0.00136323]
  [0.00134819 0.00134734 0.0011757 ]
  [0.00126489 0.00125484 0.00107287]
  ...
  [0.00118642 0.00123204 0.00101674]
  [0.00118061 0.00122645 0.00101115]
  [0.00117237 0.00121777 0.00100247]]]",[ 0.8 -1. ],-2.780357568526804
12,55,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00366268 0.00383184 0.00333668]
  [0.00366951 0.00383868 0.00333716]
  [0.00367422 0.00384339 0.00333717]
  ...
  [0.00121857 0.00126454 0.00104867]
  [0.00116902 0.0012075  0.00099548]
  [0.0011268  0.00115771 0.00095616]]

 [[0.00367418 0.00384335 0.00333718]
  [0.00367422 0.00384338 0.00333703]
  [0.00366775 0.00383692 0.00333538]
  ...
  [0.00119782 0.00124394 0.00102864]
  [0.00117396 0.00121663 0.00100223]
  [0.0011482  0.0011808  0.00097281]]

 [[0.00367365 0.00384282 0.00333714]
  [0.00366136 0.00383053 0.0033332 ]
  [0.00365711 0.00382628 0.00333204]
  ...
  [0.0011967  0.00124261 0.0010273 ]
  [0.00116734 0.00120477 0.00098966]
  [0.00117288 0.00121104 0.00099629]]]",[ 0.60994645 -1.        ],-2.8645446101675844
12,56,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00187625 0.00332181 0.00372165]
  [0.00187621 0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00109516 0.00113016 0.00092658]
  [0.00113127 0.00117848 0.00096378]
  [0.00116892 0.00123271 0.0010046 ]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00111913 0.00115192 0.00094747]
  [0.00113418 0.00116564 0.00095939]
  [0.00114839 0.00118272 0.00097089]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.0011693  0.00121042 0.000996  ]
  [0.00117605 0.00121641 0.00100242]
  [0.00114231 0.00117432 0.00096895]]]",[ 0.62730819 -0.94968616],-2.9514314439862606
12,57,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0019154  0.0033319  0.00372369]
  [0.00189222 0.00332587 0.00372249]
  [0.0018823  0.00332338 0.00372198]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00079941 0.00085031 0.00067235]
  [0.00075767 0.00080623 0.00063446]
  [0.00084854 0.00090203 0.00071717]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00102578 0.00108642 0.00087871]
  [0.00087942 0.00093499 0.0007466 ]
  [0.00077237 0.00082184 0.00064708]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00112604 0.00118755 0.00096546]
  [0.00106755 0.00112898 0.00091661]
  [0.00098548 0.00104609 0.00084379]]]",[ 0.66692172 -1.        ],-3.039517391624691
12,58,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00189019 0.00332535 0.0037224 ]
  [0.00188098 0.00332303 0.0037219 ]
  [0.00187743 0.00332211 0.00372171]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00285784 0.00356488 0.00376042]
  [0.00257422 0.00349602 0.00375071]
  [0.00234301 0.00343927 0.00374238]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00366582 0.00383499 0.00333718]
  [0.00366044 0.0038296  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00099868 0.00101958 0.00083344]
  [0.0009216  0.00094375 0.00076611]
  [0.00087265 0.00087381 0.00070535]]

 [[0.00366022 0.00382939 0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00110132 0.0011279  0.0009294 ]
  [0.00109214 0.00112673 0.00092665]
  [0.00094001 0.00096686 0.00078676]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  [0.00366013 0.0038293  0.00333718]
  ...
  [0.00104362 0.0010686  0.00087824]
  [0.00110291 0.00113417 0.00093326]
  [0.00110442 0.00113537 0.00093431]]]",[ 0.61461082 -0.68563153],-3.1233764882958495
12,59,"[[[0.00188198 0.0033233  0.00372197]
  [0.00187783 0.00332221 0.00372174]
  [0.00187659 0.0033219  0.00372167]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00263162 0.00351136 0.00375469]
  [0.00236507 0.00344488 0.00374376]
  [0.00215181 0.00339153 0.0037347 ]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00372754 0.00374842 0.00374775]
  [0.00369186 0.00374434 0.00375402]
  [0.00361353 0.00373402 0.0037627 ]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00366013 0.00382929 0.00333717]
  [0.00366005 0.00382921 0.00333709]
  [0.00365236 0.00382153 0.00332941]
  ...
  [0.00084202 0.00080605 0.00064686]
  [0.00089248 0.00085907 0.00069311]
  [0.00087692 0.00084602 0.00068167]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366009 0.00382925 0.00333714]
  [0.00365428 0.00382345 0.00333133]
  ...
  [0.00083833 0.00080057 0.00064297]
  [0.00090304 0.00087171 0.00070432]
  [0.00089565 0.00086443 0.00069794]]

 [[0.00366013 0.0038293  0.00333718]
  [0.00366012 0.00382929 0.00333717]
  [0.0036561  0.00382527 0.00333315]
  ...
  [0.00088463 0.00085355 0.00068652]
  [0.000941   0.00091007 0.00073678]
  [0.00084351 0.00080594 0.00064688]]]",[ 0.43601918 -1.        ],-3.203398906393548
12,60,"[[[0.00242519 0.00345947 0.00374618]
  [0.00220509 0.00340527 0.0037369 ]
  [0.00203935 0.00336347 0.00372947]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00370436 0.00374583 0.00375294]
  [0.00363863 0.00373908 0.00376164]
  [0.00350806 0.00371311 0.00376635]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00373659 0.00373337 0.00372257]
  [0.00374032 0.00373956 0.00372919]
  [0.00374118 0.00374038 0.00372997]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00343462 0.00359526 0.00314729]
  [0.00360089 0.00376868 0.00330185]
  [0.00365819 0.00382731 0.0033522 ]
  ...
  [0.00082257 0.0007829  0.00059982]
  [0.00077176 0.00072714 0.0005509 ]
  [0.00079123 0.00074909 0.00057217]]

 [[0.00365136 0.00382048 0.00333737]
  [0.00365583 0.003825   0.00335019]
  [0.00363144 0.00380061 0.00333268]
  ...
  [0.00076099 0.00071493 0.00054503]
  [0.00071559 0.00066967 0.00049947]
  [0.00078856 0.00074759 0.00056834]]

 [[0.0036256  0.00379477 0.0033164 ]
  [0.00360297 0.00377213 0.00330793]
  [0.00360263 0.0037718  0.0033103 ]
  ...
  [0.00078421 0.00074038 0.00056564]
  [0.00069743 0.00065136 0.00048249]
  [0.0007118  0.00066576 0.00049636]]]",[ 0.8 -1. ],-3.2802626387728
12,61,"[[[0.00376316 0.0037619  0.00375744]
  [0.00376633 0.00377224 0.00376995]
  [0.0036318  0.00375062 0.00378062]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00374457 0.0037442  0.00373251]
  [0.00375018 0.00374873 0.00373805]
  [0.00375206 0.00375154 0.00374287]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00321891 0.00321873 0.00320385]
  [0.00339591 0.00339514 0.00338096]
  [0.00353899 0.00353831 0.00352447]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00080362 0.00075856 0.00057836]
  [0.0008217  0.00078096 0.00059746]
  [0.00082807 0.00078912 0.00060468]
  ...
  [0.00076209 0.00071712 0.00054445]
  [0.0008601  0.00082093 0.00063505]
  [0.00090683 0.0008736  0.00067948]]

 [[0.00083088 0.00079221 0.00060756]
  [0.00085056 0.00080993 0.00062339]
  [0.00115248 0.00113886 0.00092798]
  ...
  [0.00078386 0.00074101 0.00056394]
  [0.00086041 0.00082491 0.0006361 ]
  [0.0008265  0.0007875  0.00060367]]

 [[0.0009591  0.0009256  0.00072622]
  [0.00151416 0.00154234 0.00131077]
  [0.00220121 0.0022946  0.00201031]
  ...
  [0.00081285 0.00077297 0.00059308]
  [0.00087745 0.00084588 0.00065596]
  [0.00089238 0.00086121 0.00066717]]]",[ 0.5887576  -0.68352663],-3.3536208207142626
12,62,"[[[0.00374666 0.00374568 0.00373499]
  [0.00373013 0.00372969 0.00371966]
  [0.00373043 0.00372898 0.00372163]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00336595 0.00336554 0.00335349]
  [0.00351327 0.00351325 0.00350098]
  [0.00362503 0.00362477 0.00361613]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00172758 0.00172758 0.00172275]
  [0.0020284  0.0020278  0.00202183]
  [0.0023236  0.0023233  0.00231587]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00077613 0.00072999 0.00055675]
  [0.0007444  0.00069834 0.00052892]
  [0.00076939 0.00072522 0.00055141]
  ...
  [0.00099625 0.00096523 0.00075884]
  [0.00081582 0.00077761 0.00059653]
  [0.00074557 0.00070146 0.00053026]]

 [[0.00077018 0.00072565 0.00055193]
  [0.00079354 0.00075324 0.00057544]
  [0.00082484 0.00078936 0.00060678]
  ...
  [0.0008996  0.00086826 0.00067451]
  [0.00079505 0.00075378 0.00057533]
  [0.00076537 0.00072108 0.00054739]]

 [[0.00088246 0.00084985 0.0006565 ]
  [0.00084762 0.00081291 0.00062776]
  [0.00077842 0.00073443 0.00055948]
  ...
  [0.00091884 0.00088792 0.0006888 ]
  [0.0008483  0.00081198 0.00062378]
  [0.000762   0.00071886 0.00054655]]]",[ 0.36305253 -0.64216343],-3.422270497642883
12,63,"[[[0.00346734 0.00346734 0.00345682]
  [0.00360511 0.00360511 0.00360321]
  [0.00370144 0.00370144 0.00370141]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0019463  0.0019463  0.00194232]
  [0.00222911 0.00222911 0.00222654]
  [0.00253579 0.00253579 0.00253326]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00105108 0.00105108 0.00103972]
  [0.00109204 0.00109204 0.00109052]
  [0.00116573 0.00116573 0.00116463]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00080411 0.00076178 0.00058361]
  [0.0007612  0.00071538 0.00054429]
  [0.00077266 0.00072653 0.0005539 ]
  ...
  [0.00082464 0.00078413 0.00060201]
  [0.00093276 0.00089874 0.00070178]
  [0.00095577 0.00092452 0.00072409]]

 [[0.00077563 0.00072951 0.00055733]
  [0.00077641 0.00073027 0.00055892]
  [0.00077815 0.00073201 0.00056051]
  ...
  [0.0008583  0.00082497 0.00063673]
  [0.00089008 0.00085852 0.00066314]
  [0.00085016 0.00081418 0.00062773]]

 [[0.00079368 0.00074754 0.00057009]
  [0.00079106 0.00074492 0.00056921]
  [0.000786   0.00074009 0.0005656 ]
  ...
  [0.00081963 0.00077988 0.0005973 ]
  [0.00092781 0.00089677 0.00069875]
  [0.00086641 0.00083272 0.00064342]]]",[ 0.8 -1. ],-3.483355581284963
12,64,"[[[0.0036352  0.0036352  0.0036352 ]
  [0.00376091 0.00376091 0.00376091]
  [0.00376284 0.00376294 0.00376297]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0031843  0.0031843  0.0031843 ]
  [0.00375545 0.00375545 0.00375545]
  [0.00377968 0.00377968 0.00377968]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.00224167 0.00224167 0.00224167]
  [0.00354013 0.00354013 0.00354013]
  [0.00374211 0.00374211 0.00374211]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00080409 0.0007618  0.00058391]
  [0.00083782 0.00080206 0.00061958]
  [0.00083175 0.00079578 0.00061341]
  ...
  [0.00080599 0.00076486 0.0005841 ]
  [0.00079385 0.000751   0.00057306]
  [0.00093309 0.00090114 0.00070222]]

 [[0.00082335 0.00078492 0.00060229]
  [0.00080935 0.00076762 0.00058905]
  [0.00080485 0.00076127 0.00058242]
  ...
  [0.00077521 0.00073164 0.00055567]
  [0.00080156 0.00075998 0.00058059]
  [0.00093675 0.00090507 0.00070705]]

 [[0.00077903 0.00073306 0.00056058]
  [0.00080363 0.00075962 0.00057966]
  [0.00082114 0.00078284 0.00060035]
  ...
  [0.0008699  0.00083386 0.00064467]
  [0.00083623 0.00079808 0.0006138 ]
  [0.00091734 0.00088539 0.00069035]]]",[ 0.56714809 -1.        ],-3.543380697040753
12,65,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00081946 0.0007812  0.00060063]
  [0.00077363 0.00072853 0.00055518]
  [0.0007964  0.00075401 0.0005778 ]
  ...
  [0.00100736 0.00097598 0.00076814]
  [0.00092449 0.00089139 0.00069423]
  [0.0007772  0.00073327 0.0005577 ]]

 [[0.00081331 0.00077122 0.00059128]
  [0.00083167 0.00079521 0.00061323]
  [0.00084224 0.00081033 0.00062613]
  ...
  [0.00099841 0.00096737 0.00075913]
  [0.0008967  0.00086107 0.00066725]
  [0.00076093 0.00071584 0.00054256]]

 [[0.00085497 0.00082335 0.00063717]
  [0.00084714 0.00081633 0.00063159]
  [0.00084934 0.00081829 0.00063375]
  ...
  [0.0009834  0.00095166 0.00074819]
  [0.00095316 0.00092091 0.00072129]
  [0.00083326 0.00079685 0.00061351]]]",[ 0.8        -0.78949349],-3.598218739094561
12,66,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00079279 0.00074743 0.00057186]
  [0.00081847 0.0007767  0.00059296]
  [0.00082732 0.00078668 0.00060197]
  ...
  [0.0007767  0.00073578 0.00055591]
  [0.0009453  0.00091963 0.00070227]
  [0.0009879  0.00096901 0.00073259]]

 [[0.00081056 0.00076469 0.00058246]
  [0.00081665 0.00077244 0.0005885 ]
  [0.00082396 0.00078048 0.00059585]
  ...
  [0.00075494 0.00071228 0.00053875]
  [0.0009403  0.00090849 0.00070883]
  [0.00095301 0.00092263 0.00072034]]

 [[0.00079559 0.00074945 0.00057184]
  [0.00080799 0.00076339 0.0005823 ]
  [0.00084726 0.00081309 0.00062811]
  ...
  [0.0007322  0.00068745 0.00051702]
  [0.00089348 0.00085955 0.00066566]
  [0.00097927 0.0009485  0.00074289]]]",[ 0.8 -1. ],-3.6451782856211405
12,67,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00082701 0.00078949 0.00060701]
  [0.00078168 0.00073754 0.00056343]
  [0.00078575 0.00074038 0.00056383]
  ...
  [0.00078707 0.00074665 0.00056494]
  [0.00084033 0.00081078 0.0006053 ]
  [0.00095359 0.00093593 0.00068797]]

 [[0.00079211 0.00074662 0.00057051]
  [0.00078803 0.00074245 0.00056583]
  [0.00080454 0.00075909 0.00057848]
  ...
  [0.00077552 0.00073441 0.00055529]
  [0.00081036 0.00077501 0.00057853]
  [0.00101571 0.00099633 0.00074362]]

 [[0.00083663 0.00080171 0.00061771]
  [0.00082857 0.00078906 0.00060462]
  [0.00081076 0.00076498 0.00058003]
  ...
  [0.00083711 0.00079859 0.0006131 ]
  [0.00088947 0.00085807 0.00065052]
  [0.001063   0.0010428  0.00079021]]]",[ 0.63219627 -0.67811674],-3.690641811901105
12,68,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.00079346 0.00074735 0.00057173]
  [0.00080837 0.00076223 0.00058073]
  [0.00082466 0.00077853 0.00059415]
  ...
  [0.0009673  0.00093701 0.00073186]
  [0.0008459  0.00081239 0.00061419]
  [0.00078951 0.00075668 0.00055204]]

 [[0.00082328 0.00078129 0.00059701]
  [0.00082761 0.00078162 0.00059712]
  [0.00082081 0.00077468 0.00059101]
  ...
  [0.0010878  0.00106077 0.00084133]
  [0.00080001 0.00075879 0.0005805 ]
  [0.00081557 0.00077549 0.00059282]]

 [[0.00083589 0.00080151 0.00061697]
  [0.00081608 0.00077063 0.00058733]
  [0.00078941 0.00074329 0.00056845]
  ...
  [0.00107145 0.00104166 0.00082596]
  [0.000836   0.00079808 0.00061428]
  [0.00089866 0.00086353 0.00067135]]]",[ 0.52675614 -1.        ],-3.7310202172710434
12,69,"[[[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 [[0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  ...
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]
  [0.0018762  0.0033218  0.00372165]]

 ...

 [[0.0008463  0.00081352 0.00062901]
  [0.00082035 0.00077861 0.00059578]
  [0.00079617 0.00075086 0.00057398]
  ...
  [0.00097264 0.00095682 0.0006847 ]
  [0.00098195 0.00096597 0.00069292]
  [0.00081186 0.00078404 0.00053547]]

 [[0.00084118 0.0008053  0.00062084]
  [0.00081836 0.00077686 0.00059468]
  [0.00083148 0.00079572 0.00061267]
  ...
  [0.00095449 0.00093735 0.00066775]
  [0.0010998  0.00108892 0.00080018]
  [0.00088626 0.0008668  0.00060666]]

 [[0.00085073 0.00081643 0.0006316 ]
  [0.00086024 0.00082836 0.00064229]
  [0.0008306  0.00079173 0.00060743]
  ...
  [0.0009588  0.00094287 0.0006736 ]
  [0.00103589 0.00102058 0.00074167]
  [0.0008391  0.00081396 0.00056111]]]",[ 0.2883671 -1.       ],-3.768587052526538
