Episode,Step,Action,Reward
3,21,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.0007969  0.00080761 0.00060425]
  [0.00067433 0.00070402 0.00051138]
  [0.00066309 0.00069385 0.00049917]
  ...
  [0.00080041 0.00075429 0.00057918]
  [0.00085075 0.00080513 0.00062496]
  [0.00095442 0.00091426 0.00071992]]

 [[0.00070653 0.00073429 0.00053606]
  [0.00068564 0.00071635 0.00052155]
  [0.00072515 0.00075588 0.00055443]
  ...
  [0.00087742 0.00083193 0.00064843]
  [0.00091864 0.00087784 0.00068904]
  [0.00090822 0.00086488 0.00067783]]

 [[0.00070571 0.00073646 0.00053542]
  [0.00077174 0.0008025  0.00059503]
  [0.00070565 0.00073508 0.00053647]
  ...
  [0.00089082 0.00084611 0.00066087]
  [0.0009473  0.00090615 0.00071375]
  [0.00093584 0.0008926  0.00070009]]]",[ 0.39073858 -0.99581023],0.7977645359500879
3,22,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00067359 0.00070435 0.00051067]
  [0.00065941 0.00069015 0.00049931]
  [0.00073842 0.00076918 0.00056742]
  ...
  [0.00091486 0.00087214 0.00068308]
  [0.00092198 0.00088063 0.00069002]
  [0.0010166  0.00098177 0.00077815]]

 [[0.00064416 0.00067492 0.00048602]
  [0.00074338 0.00077414 0.00057074]
  [0.00073646 0.00076721 0.00056511]
  ...
  [0.00091549 0.0008731  0.00068486]
  [0.00100784 0.00097347 0.00077175]
  [0.00098321 0.00094531 0.00074689]]

 [[0.00073741 0.00076817 0.00056596]
  [0.00078009 0.00081085 0.00060234]
  [0.00067845 0.00070921 0.00051368]
  ...
  [0.00097769 0.00094184 0.00074477]
  [0.00095563 0.00091611 0.00072108]
  [0.00094083 0.00090138 0.00070896]]]",[ 0.8        -0.95687921],0.8680879935523385
3,23,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00065518 0.00068576 0.00049291]
  [0.00069416 0.00072484 0.00052479]
  [0.00064935 0.00067906 0.00048732]
  ...
  [0.0009515  0.00092741 0.00066726]
  [0.00095891 0.00093339 0.00066936]
  [0.00100401 0.00098188 0.00071183]]

 [[0.00072134 0.0007521  0.0005525 ]
  [0.00078982 0.00082039 0.00061121]
  [0.00065938 0.00068985 0.00049704]
  ...
  [0.00095675 0.00092636 0.00069874]
  [0.00104118 0.0010228  0.0007569 ]
  [0.00097591 0.00095205 0.00068611]]

 [[0.00075533 0.00078605 0.0005816 ]
  [0.00066991 0.00069703 0.00050318]
  [0.00066312 0.00069202 0.00049933]
  ...
  [0.00103005 0.0009982  0.00078715]
  [0.00097665 0.00094827 0.00071206]
  [0.00097877 0.00095442 0.00069955]]]",[ 0.8       -0.8262051],0.934774433655996
3,24,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00077978 0.00077974 0.000522  ]
  [0.0007464  0.00074601 0.00049484]
  [0.00068991 0.00068749 0.00044585]
  ...
  [0.00106954 0.00105135 0.00077367]
  [0.00104713 0.00102742 0.00075225]
  [0.00098545 0.00096279 0.00069513]]

 [[0.00087716 0.00087385 0.0006175 ]
  [0.00076142 0.0007583  0.00052705]
  [0.00072606 0.00073132 0.00051165]
  ...
  [0.0009839  0.00096078 0.00069373]
  [0.00102348 0.00100343 0.00073114]
  [0.00099486 0.00097296 0.00070474]]

 [[0.00076496 0.00077985 0.00055393]
  [0.00066705 0.00069148 0.0004818 ]
  [0.00079594 0.00082552 0.00060752]
  ...
  [0.00102364 0.00100515 0.00073253]
  [0.00088883 0.00086001 0.00060554]
  [0.00086924 0.0008411  0.00058867]]]",[ 0.8        -0.75866583],1.0030043610668737
3,25,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00082954 0.00082939 0.00056575]
  [0.00076747 0.00076713 0.0005243 ]
  [0.00084203 0.00086398 0.00063198]
  ...
  [0.00101923 0.00100162 0.00073059]
  [0.00098563 0.00096356 0.00069742]
  [0.00096306 0.00093824 0.00067384]]

 [[0.00080426 0.00080168 0.00054808]
  [0.00080453 0.00081489 0.00057919]
  [0.00082431 0.00085325 0.00063059]
  ...
  [0.00098888 0.00096682 0.00069969]
  [0.00099059 0.00096918 0.00070007]
  [0.00097282 0.00094971 0.00068295]]

 [[0.00082329 0.00082006 0.00057844]
  [0.00084897 0.00087194 0.00064198]
  [0.00084397 0.00087486 0.00065583]
  ...
  [0.00104038 0.00102269 0.0007475 ]
  [0.00093636 0.00090976 0.00064841]
  [0.00092141 0.00089463 0.00063614]]]",[ 0.8 -1. ],1.0586972872638212
3,26,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00078199 0.00078199 0.00052276]
  [0.00087861 0.00087896 0.00060834]
  [0.00086993 0.00087005 0.00060057]
  ...
  [0.00088202 0.00083616 0.00065165]
  [0.00076532 0.00071812 0.00054872]
  [0.00068922 0.00064311 0.00048253]]

 [[0.00082387 0.00082516 0.00056133]
  [0.00094613 0.00095237 0.00067346]
  [0.00077182 0.00077254 0.00051695]
  ...
  [0.00090872 0.00086608 0.00067749]
  [0.00094168 0.0009019  0.00070912]
  [0.00093899 0.00090183 0.00070965]]

 [[0.00098975 0.00100039 0.00071392]
  [0.00092414 0.00093157 0.00065545]
  [0.00072495 0.0007251  0.00047501]
  ...
  [0.0009453  0.00090936 0.00070967]
  [0.00096578 0.00092897 0.00073292]
  [0.00096201 0.00092218 0.00072603]]]",[ 0.67204411 -0.8636277 ],1.1121566822640436
3,27,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00087836 0.0008759  0.00059665]
  [0.00085948 0.00084671 0.00058203]
  [0.00082262 0.00080531 0.00056309]
  ...
  [0.00073111 0.00068549 0.00051624]
  [0.00085755 0.00081202 0.00063088]
  [0.00089856 0.0008527  0.00066605]]

 [[0.00093467 0.00091342 0.00064833]
  [0.00087765 0.00085949 0.00059883]
  [0.00086928 0.00087503 0.00061486]
  ...
  [0.00075126 0.00070506 0.00053669]
  [0.00078542 0.00073934 0.00056789]
  [0.00080829 0.00076217 0.00058684]]

 [[0.0008431  0.00083871 0.00057577]
  [0.00080921 0.0008171  0.00055426]
  [0.00090687 0.00093763 0.00065946]
  ...
  [0.00069483 0.00064751 0.00048695]
  [0.00076748 0.00072135 0.00055285]
  [0.00070486 0.00065872 0.00049741]]]",[ 0.63376427 -0.98908924],1.1639915012960853
3,28,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00090737 0.00090794 0.00061713]
  [0.00090453 0.00090768 0.0006197 ]
  [0.00097987 0.00098773 0.0006901 ]
  ...
  [0.00089666 0.00088332 0.00067756]
  [0.00087103 0.00085602 0.00065435]
  [0.00090619 0.00089095 0.00068552]]

 [[0.00086498 0.0008653  0.00058239]
  [0.00094145 0.00094739 0.00065702]
  [0.0009227  0.00092602 0.0006403 ]
  ...
  [0.00100586 0.00099366 0.00076786]
  [0.00095251 0.00094418 0.00073287]
  [0.0009123  0.00089897 0.00069442]]

 [[0.00089942 0.00090336 0.00062514]
  [0.00103392 0.00104693 0.00075217]
  [0.00087955 0.000881   0.0006135 ]
  ...
  [0.00099508 0.00097366 0.00071142]
  [0.00096987 0.00095167 0.00072105]
  [0.00094258 0.00093537 0.00072807]]]",[ 0.73845997 -1.        ],1.170754839873855
3,29,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00361367 0.00343308 0.00110846]
  [0.00362755 0.00348861 0.00111044]
  [0.0035235  0.003446   0.00101817]
  ...
  [0.00097265 0.00096947 0.00075424]
  [0.00098484 0.00098482 0.00076952]
  [0.00099286 0.00099286 0.00077756]]

 [[0.0035354  0.00337813 0.00098064]
  [0.00331602 0.00321643 0.00091967]
  [0.00269924 0.00265301 0.00075836]
  ...
  [0.00097676 0.00097545 0.00076015]
  [0.00098068 0.00098068 0.00076538]
  [0.00098167 0.00098167 0.00076637]]

 [[0.00297949 0.00288913 0.00082402]
  [0.0020602  0.00198638 0.00050978]
  [0.00141643 0.00135707 0.00049797]
  ...
  [0.00098374 0.0009831  0.0007678 ]
  [0.00100326 0.00100326 0.00078796]
  [0.00099457 0.00099457 0.00077926]]]",[ 0.8 -1. ],1.1654349775185129
3,30,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00332908 0.0032622  0.00079402]
  [0.00340629 0.00337925 0.00076757]
  [0.00344008 0.00343552 0.00078065]
  ...
  [0.00103112 0.0009999  0.00082182]
  [0.00099448 0.00097845 0.0008013 ]
  [0.00097778 0.00097682 0.00079281]]

 [[0.00345932 0.00346327 0.00074412]
  [0.00348495 0.00349326 0.00072557]
  [0.00356125 0.00355032 0.00078547]
  ...
  [0.00105634 0.00098328 0.00081801]
  [0.0010169  0.00096219 0.00080156]
  [0.00098089 0.00096656 0.00078992]]

 [[0.00340384 0.00339104 0.00059572]
  [0.00360885 0.00359998 0.0008793 ]
  [0.00357837 0.00349883 0.00097585]
  ...
  [0.00105114 0.00098039 0.00081474]
  [0.0010454  0.00097086 0.00080881]
  [0.0009984  0.00093869 0.00077924]]]",[ 0.75797689 -1.        ],1.1648104514791047
3,31,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00275232 0.00274528 0.00094096]
  [0.00329744 0.00324806 0.00106081]
  [0.003426   0.00332857 0.00093472]
  ...
  [0.00099687 0.00099498 0.0008089 ]
  [0.00100052 0.00100048 0.00081095]
  [0.00100327 0.00100326 0.00081204]]

 [[0.00320065 0.00316777 0.00075375]
  [0.00341725 0.00330087 0.00070275]
  [0.0035657  0.00345201 0.00075475]
  ...
  [0.00099353 0.00099343 0.00080853]
  [0.00099703 0.00099698 0.00080845]
  [0.00100625 0.00100615 0.00081204]]

 [[0.00346203 0.0033265  0.00068968]
  [0.0035473  0.00336627 0.00069169]
  [0.00370999 0.00357794 0.00083514]
  ...
  [0.00099378 0.00099377 0.00080804]
  [0.0009779  0.00097632 0.00079174]
  [0.00097501 0.00097012 0.00078517]]]",[ 0.8        -0.69869352],1.1657055368599845
3,32,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00108308 0.00109724 0.00078625]
  [0.00103289 0.00104505 0.00073964]
  [0.00101796 0.00102894 0.00072615]
  ...
  [0.00098337 0.00095273 0.00079891]
  [0.00097905 0.0009479  0.00079288]
  [0.00100496 0.00097256 0.00081096]]

 [[0.00110785 0.00112142 0.00080748]
  [0.00097663 0.00098313 0.00068639]
  [0.00100056 0.00101207 0.00071202]
  ...
  [0.00098821 0.00095749 0.00080312]
  [0.00097156 0.00093761 0.00078382]
  [0.00097054 0.00092683 0.00077283]]

 [[0.00107257 0.00108634 0.00077587]
  [0.00096892 0.00097641 0.00068057]
  [0.00105136 0.00106563 0.0007584 ]
  ...
  [0.00099477 0.00096401 0.00080897]
  [0.00097505 0.0009431  0.00078931]
  [0.0009689  0.00092972 0.00077594]]]",[ 0.38555905 -0.97594692],1.1694959854780622
3,33,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00100538 0.00103092 0.00075099]
  [0.00106741 0.00109902 0.00081031]
  [0.00097164 0.00098489 0.00069749]
  ...
  [0.00094677 0.00096396 0.00078502]
  [0.00094575 0.00096459 0.00077751]
  [0.00096086 0.00098956 0.00078254]]

 [[0.00095554 0.00100863 0.00075243]
  [0.00101899 0.00106565 0.0007945 ]
  [0.00097    0.00098218 0.00070394]
  ...
  [0.00095659 0.00097434 0.00080254]
  [0.00094109 0.00095663 0.00078459]
  [0.00093392 0.00095071 0.00077152]]

 [[0.00100429 0.00105905 0.00084139]
  [0.00098562 0.00100877 0.00078052]
  [0.00092444 0.00091252 0.00068993]
  ...
  [0.00095012 0.00096552 0.00079633]
  [0.0009327  0.00094808 0.0007789 ]
  [0.00092598 0.00094136 0.00077197]]]",[ 0.8        -0.81938024],1.1126023201009203
3,34,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00096277 0.0009697  0.00068652]
  [0.00111121 0.00112574 0.00082402]
  [0.00103147 0.00104234 0.00075098]
  ...
  [0.00097697 0.00100183 0.00080986]
  [0.00099578 0.00102755 0.00082825]
  [0.00096736 0.00099643 0.00079828]]

 [[0.00100676 0.00101863 0.00073027]
  [0.00103733 0.0010503  0.00075816]
  [0.00094399 0.00094733 0.00066753]
  ...
  [0.00097146 0.00099592 0.00080571]
  [0.00097399 0.00100021 0.00081033]
  [0.00095257 0.00096927 0.00078456]]

 [[0.00096992 0.00097654 0.00069408]
  [0.00099828 0.00100972 0.00072278]
  [0.00092826 0.00092954 0.00065211]
  ...
  [0.00096263 0.0009841  0.00079899]
  [0.00095249 0.00096961 0.00078484]
  [0.00093345 0.00094885 0.00076431]]]",[ 0.70059254 -0.81311578],1.0303445208891715
3,35,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00090543 0.00090829 0.00063364]
  [0.00096384 0.00096997 0.00068829]
  [0.00103036 0.00104324 0.00075239]
  ...
  [0.00094657 0.00099214 0.00076159]
  [0.00097434 0.00101978 0.00078898]
  [0.00099434 0.00104125 0.00081023]]

 [[0.00090857 0.00091222 0.00063708]
  [0.00104805 0.00106135 0.00076929]
  [0.00101023 0.00102007 0.00073186]
  ...
  [0.00097162 0.00102765 0.00079588]
  [0.00096778 0.00101828 0.0007876 ]
  [0.00098475 0.00104154 0.00080887]]

 [[0.00097628 0.00098487 0.00070205]
  [0.00103787 0.00105284 0.00076011]
  [0.00096285 0.00096864 0.00068523]
  ...
  [0.00096997 0.00102599 0.00079506]
  [0.00096895 0.0010212  0.00079052]
  [0.0009714  0.00102552 0.00079459]]]",[ 0.65778771 -1.        ],0.9451769046974503
3,36,"[[[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 [[0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  ...
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]
  [0.00324491 0.00261438 0.00292195]]

 ...

 [[0.00099842 0.0010108  0.00072319]
  [0.00097061 0.00097863 0.0006965 ]
  [0.00100127 0.00101124 0.00072464]
  ...
  [0.00099855 0.00102931 0.00083079]
  [0.00101131 0.00104206 0.00084218]
  [0.001012   0.00104254 0.00084333]]

 [[0.00093567 0.00093861 0.0006604 ]
  [0.00099616 0.00100537 0.00071916]
  [0.00102995 0.00104277 0.00075266]
  ...
  [0.00098814 0.0010189  0.00082081]
  [0.00099995 0.00103071 0.00083079]
  [0.00101377 0.00104453 0.0008446 ]]

 [[0.00097372 0.00098149 0.00069915]
  [0.00098596 0.00099626 0.00070961]
  [0.00096821 0.00097643 0.00069399]
  ...
  [0.00101457 0.00104533 0.00084542]
  [0.00100445 0.0010352  0.00083528]
  [0.00101286 0.00104362 0.0008437 ]]]",[ 0.68033355 -1.        ],0.8528765933864888
